x,y,z,name,phi,kx,facies,ntg,prod
200,520,0.0,0,0.0987847,55.9861,2.0,0,0.0985217691534
200,520,6.0,0,0.094408,72.5103,3.0,0,0.0941567071236
200,520,12.0,0,0.0848936,78.3238,2.0,0,0.0846676404484
200,520,18.0,0,0.096544,79.249,2.0,0,0.0962870095946
200,520,24.0,0,0.101537,107.149,2.0,1,0.101266958135
200,520,30.0,0,0.0688769,96.3085,2.0,1,0.0686935238052
200,520,36.0,0,0.0778818,119.758,2.0,1,0.0776745171386
200,520,42.0,0,0.0906021,55.9861,2.0,0,0.0903608885395
200,520,48.0,0,0.10743,342.444,2.0,1,0.10714370284
200,520,54.0,0,0.0792966,112.76,2.0,0,0.0790855516994
200,520,60.0,0,0.068205,105.542,2.0,0,0.0680234478543
200,520,66.0,0,0.0874948,106.015,2.0,0,0.0872618382667
200,520,72.0,0,0.09422,108.368,2.0,0,0.0939691797238
200,520,78.0,0,0.0985466,129.848,2.0,0,0.0982842183682
200,520,84.0,0,0.093657,113.052,2.0,0,0.0934076613336
200,520,90.0,0,0.0859087,109.232,2.0,0,0.0856799764296
200,520,96.0,0,0.0945973,95.4823,2.0,0,0.0943454817794
200,520,102.0,0,0.094922,95.8795,2.0,0,0.0946693109504
200,520,108.0,0,0.0507844,107.973,2.0,1,0.0506492114935
200,520,114.0,0,0.0549004,110.389,2.0,0,0.0547542668617
200,520,120.0,0,0.0981145,93.069,2.0,0,0.09785331377
200,520,126.0,0,0.0760788,91.3042,2.0,0,0.0758762371089
200,520,132.0,0,0.104123,105.279,3.0,1,0.103846206771
200,520,138.0,0,0.0345549,112.777,2.0,0,0.034462872973
200,520,144.0,0,0.0417305,99.8852,3.0,0,0.0416194161148
200,520,150.0,0,0.0744301,92.9881,2.0,0,0.0742319586735
200,520,156.0,0,0.0731978,107.616,2.0,0,0.073002933718
200,520,162.0,0,0.113226,57.6897,2.0,1,0.112924584413
200,520,168.0,0,0.108257,139.136,2.0,1,0.107968812431
200,520,174.0,0,0.10808,140.109,2.0,1,0.107792137474
200,520,180.0,0,0.118855,147.109,2.0,1,0.118538256413
200,520,186.0,0,0.119109,129.065,2.0,1,0.118791854567
200,520,192.0,0,0.117516,134.891,2.0,1,0.117203434542
200,520,198.0,0,0.0896762,159.415,2.0,0,0.0894375218142
200,520,204.0,0,0.038272,154.014,2.0,1,0.0381701611594
200,520,210.0,0,0.100319,161.095,2.0,1,0.100051521521
200,520,216.0,0,0.121538,164.897,2.0,1,0.12121454807
