x,y,z,name,phi,kx,facies,ntg,prod
40,440,0.0,0,0.0879162,7.77546,4.0,1,0.0736693323666
40,440,6.0,0,0.0933655,8.05472,1.0,0,0.0782355588513
40,440,12.0,0,0.0693506,17.1915,2.0,0,0.058112290015
40,440,18.0,0,0.0444156,30.7189,2.0,0,0.0372180158273
40,440,24.0,0,0.0233215,54.5688,2.0,0,0.019542259729
40,440,30.0,0,0.030694,55.7073,1.0,1,0.0257199945305
40,440,36.0,0,0.021912,57.2491,1.0,0,0.0183611837154
40,440,42.0,0,0.0717003,63.1789,4.0,0,0.0600812584039
40,440,48.0,0,0.0662076,62.3496,3.0,0,0.0554786677777
40,440,54.0,0,0.0759534,60.7102,1.0,0,0.0636451713209
40,440,60.0,0,0.0722612,61.971,1.0,0,0.0605512640262
40,440,66.0,0,0.0568916,71.3612,3.0,0,0.0476722748278
40,440,72.0,0,0.0754973,69.1317,1.0,0,0.0632629109734
40,440,78.0,0,0.0497933,101.736,1.0,1,0.0417242936175
40,440,84.0,0,0.0577922,124.44,1.0,0,0.0484269346301
40,440,90.0,0,0.0696763,68.2317,4.0,1,0.0583852234464
40,440,96.0,0,0.0682455,44.5726,4.0,0,0.0571863141734
40,440,102.0,0,0.0799917,52.2037,4.0,0,0.0670290652635
40,440,108.0,0,0.0421245,41.2143,2.0,0,0.0352981749849
40,440,114.0,0,0.0378961,68.5809,3.0,0,0.031755049282
40,440,120.0,0,0.0396744,55.658,2.0,0,0.0332451577299
40,440,126.0,0,0.0421375,60.857,4.0,0,0.0353090711715
40,440,132.0,0,0.0874491,92.8847,2.0,0,0.0732779466984
40,440,138.0,0,0.0419465,72.5927,4.0,0,0.0351490267128
40,440,144.0,0,0.0849013,82.0945,2.0,0,0.0711430229369
40,440,150.0,0,0.0843577,81.6816,1.0,0,0.0706875485441
40,440,156.0,0,0.0964396,66.6296,2.0,0,0.0808115067348
40,440,162.0,0,0.094666,89.3474,3.0,0,0.0793253497547
40,440,168.0,0,0.0926055,85.5899,2.0,0,0.0775987857994
40,440,174.0,0,0.0768579,99.6623,2.0,0,0.0644030886804
40,440,180.0,0,0.0519557,81.1836,2.0,0,0.0435362288735
40,440,186.0,0,0.0501869,131.824,4.0,0,0.0420540893135
40,440,192.0,0,0.0996288,103.918,2.0,1,0.0834838939168
40,440,198.0,0,0.078006,112.058,2.0,0,0.0653651169579
40,440,204.0,0,0.0968307,114.834,2.0,1,0.081139254838
40,440,210.0,0,0.109515,114.834,2.0,1,0.0917677376529
40,440,216.0,0,0.083671,114.834,4.0,0,0.070112104698
40,440,222.0,0,0.105582,114.834,2.0,0,0.0884720258905
